Municipality,Women,Men,Ethnicity,Year
Valandovo,,,Bosniak,2005
Veles,,,Bosniak,2005
Vinica,,,Bosniak,2005
Gevgelija,,,Bosniak,2005
Gostivar,,,Bosniak,2005
Debar,,,Bosniak,2005
Delchevo,,,Bosniak,2005
Demir Hisar,,,Bosniak,2005
Kavadarci,,,Bosniak,2005
Kichevo,,,Bosniak,2005
Kochani,,,Bosniak,2005
Kratovo,,,Bosniak,2005
Kriva Palanka,,,Bosniak,2005
Krushevo,,,Bosniak,2005
Kumanovo,,,Bosniak,2005
Makedonski Brod,,,Bosniak,2005
Negotino,,,Bosniak,2005
Ohrid,,,Bosniak,2005
Prilep,,,Bosniak,2005
Probishtip,,,Bosniak,2005
Radovish,,,Bosniak,2005
Resen,,,Bosniak,2005
Sveti Nikole,,,Bosniak,2005
Skopje,,,Bosniak,2005
Struga,,,Bosniak,2005
Strumica,,,Bosniak,2005
Tetovo,,,Bosniak,2005
Shtip,,,Bosniak,2005
Berovo ,11,9,Other,2005
Bitola,135,179,Other,2005
Valandovo,5,9,Other,2005
Veles,489,557,Other,2005
Vinica,7,11,Other,2005
Gevgelija,6,8,Other,2005
Gostivar,324,789,Other,2005
Debar,317,868,Other,2005
Delchevo,8,9,Other,2005
Demir Hisar,0,1,Other,2005
Kavadarci,8,24,Other,2005
Kichevo,39,126,Other,2005
Kochani,10,16,Other,2005
Kratovo,2,1,Other,2005
Kriva Palanka,9,7,Other,2005
Krushevo,56,110,Other,2005
Kumanovo,40,53,Other,2005
Makedonski Brod,8,12,Other,2005
Negotino,18,23,Other,2005
Ohrid,272,247,Other,2005
Prilep,341,300,Other,2005
Probishtip,4,6,Other,2005
Radovish,15,14,Other,2005
Resen,25,38,Other,2005
Sveti Nikole,6,11,Other,2005
Skopje,1026,1047,Other,2005
Struga,262,723,Other,2005
Strumica,28,35,Other,2005
Tetovo,49,83,Other,2005
Shtip,92,41,Other,2005
